record_id,data_origin,annotation_provenance,provided_sentiment,provided_joy,provided_affection,provided_amusement,provided_surprise,provided_sadness,provided_anger,provided_care_empathy,provided_fear,provided_disgust,provided_approval,provided_sarcasm,provided_confidence
SYN_POST_000119,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000120,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000121,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000122,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000123,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000124,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000125,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000126,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000127,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000128,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000129,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000130,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000131,synthetic_augmentation,provided_synthetic_unverified,positive,no,yes,no,no,no,no,no,no,no,no,no,high
SYN_POST_000132,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000133,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000134,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000135,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000136,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000137,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000138,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000139,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000140,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000141,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000142,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000143,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000144,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000145,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000146,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000147,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000148,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000149,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000150,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000151,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000152,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000153,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000154,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000155,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000156,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_000157,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000158,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000159,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000160,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000161,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000162,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000163,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000164,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000165,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000166,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000167,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000168,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_000169,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000170,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000171,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000172,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000173,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000174,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000175,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000176,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000177,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_000178,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000179,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000180,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000181,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000182,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000183,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000184,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000185,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000186,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000187,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000188,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000189,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000190,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000191,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000192,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000193,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000194,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000195,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000196,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000197,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000198,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000199,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000200,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_000201,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000202,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000203,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000204,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000205,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000206,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_000207,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000208,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000209,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000210,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000211,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000212,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000213,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000214,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000215,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000216,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000217,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000218,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000219,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000220,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_000221,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000222,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000223,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,yes,no,high
SYN_POST_000224,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000225,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000226,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000227,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000228,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000229,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000230,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000231,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000232,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000233,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000234,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000235,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000236,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,yes,no,high
SYN_POST_000237,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000238,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000239,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000240,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_000241,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000242,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000243,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000244,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000245,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000246,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000247,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000248,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000249,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000250,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000251,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000252,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_000253,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000254,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000255,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_000256,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000257,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000258,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000259,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000260,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000261,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_000262,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_000263,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000264,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,yes,no,high
SYN_POST_000265,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000266,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000267,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_000268,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_000269,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_000270,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000271,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_000272,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_000273,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
